id,legislative_session:number,start_date,item:title,item:number,motion:title,
6008,6,2011-06-02,ZO schválilo,8,Zastupitelstvo obce Rochlov vydává územní plán Rochlov formou opatření obecnépovahy.,
6009,6,2011-06-02,ZO schválilo,9,Zastupitelstvo obce Rochlov schvaluje zřízení věcného břemena dle smlouvy čísloIV-12-0005832/1.,
7001,7,2011-08-18,ZO schválilo,1,"Zastupitelstvo obce Rochlov schvaluje navýšení počtu dětí v MS Rochlov, okresPlzeň-sever, příspěvková organizace od 1.9.2011 na 60. dětí.",
7002,7,2011-08-18,ZO schválilo,2,"Zastupitelstvo obce Rochlov schvaluje pořízení projektové dokumentace pro úpravurozvodu veřejného osvětlení v úsecích, kde bude provedena náhrada venkovníhovedení 0,4 kV y majetku CEZ Distribuce za zemní kabelové vedení. Rozvod VO budeproveden podzemním vedením",
7003,7,2011-08-18,ZO schválilo,3,Zastupitelstvo obce Rochlov neschvaluje záměr odprodat část pozemku 645/4 v k.ú.Rochlov do doby vyřešení uložení kabelového vedení a trafostanice (příloha č.2).,
7004,7,2011-08-18,ZO schválilo,4,"Zastupitelstvo obce Rochlov schvaluje žádost Václava Říhánka na pořízení změnyúzemního plánu u pozemek č. 776 v kú Rochlov na venkovské bydlení (příloha č.3),za podmínky úplné úhrady nákladů týkající se této změny.",
7005,7,2011-08-18,ZO schválilo,5,"Zastupitelstvo obce Rochlov schvaluje pronájem části pozemku 743/1 (příloha č.4)Obecně prospěšné společnosti při společnosti PEGISAN s.r.o. a pověřuje p.Formánka vypracováním smlouvy, ve které bude zahrnuta možnost pronájmu areáluzámku Rochlov a to min. 2xročněpro obec Rochlov.",
7006,7,2011-08-18,ZO schválilo,6,Zastupitelstvo obce Rochlov schvaluje smlouvu o uzavření budoucí smlouvy ozřízení věcného břemena dle smlouvy číslo IV-12-0006914/6. (příloha č.5),
7007,7,2011-08-18,ZO schválilo,7,Zastupitelstvo obce Rochlov schvaluje smlouvu o uzavření budoucí smlouvy ozřízení věcného břemena dle smlouvy číslo iT/-12-0006492/VB 1. (příloha č.6),
7008,7,2011-08-18,ZO schválilo,8,Zastupitelstvo obce Rochlov schvaluje pořízení nového povodňového plánu obceRochlov.,
7009,7,2011-08-18,ZO schválilo,9,Zastupitelstvo obce Rochlov schvaluje rozpočtové opatření č. 3 (příloha č. 7).Výsledek hlasování:,
7010,7,2011-08-18,ZO neschválilo,10,Zastupitelstvo obce Rochlov schvaluje koupi pozemku č. 749/1 v k.ú.Rochlov ovýmere 7735m2za cenu znaleckého posudku od státního statku Jeneč.,
