id,start_date,motion:title,motion:number,motion:id,legislative_session:id,result,counts:option:yes,counts:option:no,counts:option:abstain,counts:number_of_people,counts:present
16392,4.4.2002,"k majetkoprávnímu vypořádání pozemků v k.ú. Libuš, Horní Měcholupy, ve vlastnictví fyzických osob, (F)",40/35,536,40,,,,,,
16100,4.4.2002,"k majetkoprávnímu vypořádání pozemků v k.ú. Stodůlky ve vlastnictví fyzických osob, zastavěných (F)",40/36,547,40,,,,,,
16001,4.4.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",40/37,544,40,,,,,,
17582,4.4.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",40/38,555,40,,,,,,
16910,4.4.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",40/39,562,40,,,,,,
15869,4.4.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška hlavní (F)",40/40,523,40,,,,,,
16610,4.4.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška hlavní (F)",40/41,561,40,,,,,,
16504,4.4.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",40/42,564,40,,,,,,
16577,4.4.2002,"k návrhu schválení seznamu nemovitých věcí, které jsou nabývány do vlastnictví hl.m. Prahy za účelem (F)",40/43,569,40,,,,,,
16508,4.4.2002,k návrhu na schválení nabytí pozemků do vlastnictví obce hlavního města Prahy dle zákona č.95/1999 (F),40/44,517,40,,,,,,
17619,4.4.2002,k návrhu na schválení nabytí pozemků do vlastnictví obce hlavního města Prahy dle zákona č.95/1999 (F),40/45,575,40,,,,,,
16396,4.4.2002,"k návrhu na darování majetku - pozemních komunikací, které tvoří část silničního okruhu v rozsahu (F)",40/46,542,40,,,,,,
16850,4.4.2002,k návrhu na schválení prodeje nemovitých věcí ve vlastnictví hl.m. Prahy realizovaných v rámci inves (F),40/47,551,40,,,,,,
15955,4.4.2002,k návrhu na odsouhlasení způsobu vyrovnání rozdílu mezi cenami nemovitostí schválených ke směně mezi (F),40/48,588,40,,,,,,
16849,25.4.2002,informace k plnění usnesení Zastupitelstva hl.m. Prahy č. 39/06 ze dne 7.3.2002 k problematice korup (F),41/01,641,41,,,,,,
15872,25.4.2002,k návrhu úpravy rozpočtu vlastního hl.m.Prahy v roce 2002 (F),41/02,583,41,,,,,,
16425,25.4.2002,"k návrhu na prominutí a odpis pohledávky hlavního města Prahy za společností IPANEMA, spol. s (F)",41/03,600,41,,,,,,
16503,25.4.2002,k návrhu na poskytnutí účelové investiční dotace MČ Praha 14 (F),41/04,615,41,,,,,,
16117,25.4.2002,k Návrhu na poskytnutí neinvestiční dotace městským částem hl.m.Prahy (F),41/05,616,41,,,,,,
16472,25.4.2002,k návrhu Strategického plánu protidrogové politiky hlavního města Prahy na období 2002 až 2006 (F),41/06,582,41,,,,,,
16502,25.4.2002,k návrhu změn zřizovacích listin příspěvkových organizací v působnosti SOC MHMP (F),41/07,631,41,,,,,,
16086,25.4.2002,k návrhu na uvolnění finančních prostředků z rozpočtu hl.m. Prahy na rok 2002 z rezervy kapitoly 067 (F),41/08,599,41,,,,,,
16389,25.4.2002,k návrhu veřejného uznání hlavního města Prahy účastníkům Pražského povstání (F),41/09,578,41,,,,,,
16547,25.4.2002,k návrhu obecně závazné vyhlášky hl.m.Prahy k závazné části územního plánu zóny Anenská (F),41/11,593,41,,,,,,
16767,25.4.2002,"k návrhu zákona, kterým se mění zákon č. 13/1997 Sb., o pozemních komunikacích, ve znění pozdějších (F)",41/12,637,41,,,,,,
16468,25.4.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění vyhláška hlavního města Prahy (F)",41/13,638,41,,,,,,
16321,25.4.2002,k úplatnému převodu vlastnictví pozemku parc. č. 2519/5 v katastrálním území Dejvice z vlastnictví (F),41/14,549,41,,,,,,
16872,25.4.2002,k návrhu na úplatný převod vlastnictví pozemku č. parc. 546 v katastrálním území Břevnov z vlastnict (F),41/15,550,41,,,,,,
15964,25.4.2002,k návrhu na schválení úplatného převodu pozemku parc.č. 4071/3 v kat. území Strašnice (F),41/16,587,41,,,,,,
16319,25.4.2002,k návrhu na schválení převodu vlastnictví pozemku parc.č. 905/1 v kat. území Malešice (F),41/17,594,41,,,,,,
15907,25.4.2002,k návrhu na úplatný převod objektu č.p.78 na pozemku parc.č.3230 včetně pozemku parc.č.3230 o (F),41/18,613,41,,,,,,
16785,25.4.2002,k návrhu na majetkoprávní vypořádání pozemku ve vlastnictví právnické osoby v k.ú. Žižkov (Pražské (F),41/20,576,41,,,,,,
16327,25.4.2002,"k majetkoprávnímu vypořádání pozemků v k.ú. Černý Most ve spoluvlastnictví fyzických osob, (F)",41/21,595,41,,,,,,
15874,25.4.2002,"k návrhu na majetkoprávní vypořádání pozemků v k.ú. Stodůlky, ve spoluvlastnictví fyzických osob, (F)",41/22,581,41,,,,,,
16622,25.4.2002,"k majetkoprávnímu vypořádání pozemků v k.ú. Řeporyje ve vlastnictví fyzických osob, zastavěných (F)",41/23,606,41,,,,,,
16911,25.4.2002,"k návrhu na darování pozemků, zastavěných komunikacemi silničního okruhu, ve vlastnictví  HMP České (F)",41/24,590,41,,,,,,
15905,25.4.2002,k návrhu na revokaci části usnesení Zastupitelstva HMP č. 32/36 ze dne 13.9.2001  k návrhu schválení (F),41/26,592,41,,,,,,
15938,25.4.2002,"k návrhu schválení nemovité věci, která je nabývána do vlastnictví hl.m. Prahy za účelem (F)",41/27,609,41,,,,,,
16068,25.4.2002,k návrhu na nabytí nemovitých věcí - staveb a pozemků do vlastnictví hl.m. Prahy (k.ú. Újezd nad Les (F),41/28,622,41,,,,,,
16339,25.4.2002,k návrhu na nabytí nemovitostí - pozemků do vlastnictví hl.m. Prahy v souvislosti s úpravami vyplynu (F),41/29,624,41,,,,,,
15972,25.4.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",41/30,584,41,,,,,,
16584,25.4.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se vydává Statut hlavního města Prahy, (F)",41/31,598,41,,,,,,
16324,25.4.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",41/32,602,41,,,,,,
15920,25.4.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",41/33,603,41,,,,,,
16105,25.4.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",41/34,558,41,,,,,,
16457,25.4.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",41/35,605,41,,,,,,
16082,25.4.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",41/36,627,41,,,,,,
16688,30.5.2002,k zastupování primátora hlavního města Prahy (F),42/01,728,42,,,,,,
16847,30.5.2002,"k usnesení rady HMP č. 0581 ze dne 23. 4. 2002, jehož výkon byl pozastaven primátorem hlavního města (F)",,688,42,,,,,,
16842,30.5.2002,"ke stanovení počtu členů Zastupitelstva hlavního města Prahy pro volební období 2002 - 2006, ke (F)",42/02,676,42,,,,,,
16000,30.5.2002,k návrhu na poskytnutí finančních příspěvků (grantů) hl. m. Prahy vlastníkům nemovitých kulturních (F),42/03,694,42,,,,,,
15858,30.5.2002,k souboru rozpočtů vlastního hlavního města Prahy a městských částí hlavního města Prahy na rok 2002 (F),42/04,666,42,,,,,,
16848,30.5.2002,k návrhu na uvolnění finančních prostředků z rozpočtu hl.m.Prahy na rok 2002 z kap. 10 pro MČ Zbrasl (F),42/05,607,42,,,,,,
16870,30.5.2002,"k návrhu na úpravu rozpočtu příjmů, tř. 8-financování a  běžných výdajů v kap. 04 - školství, mládež (F)",42/06,667,42,,,,,,
16474,30.5.2002,"k návrhu na poskytnutí půjčky z rozpočtu hl.m. Prahy ve výši 92 mil. Kč Kongresovému centru Praha, a (F)",42/07,690,42,,,,,,
16507,30.5.2002,k návrhu na navýšení dotace na výkon státní správy městským částem Praha 1 - 22  na vrub kap. 09 (F),42/09,677,42,,,,,,
16487,30.5.2002,k návrhu na navýšení rozpočtu vlastního hlavního města Prahy v roce 2002 o účelovou investiční dotac (F),42/10,702,42,,,,,,
16871,30.5.2002,k návrhu na navýšení rozpočtu vlastního hlavního města Prahy v roce 2002 o účelovou investiční dotac (F),42/11,704,42,,,,,,
16912,30.5.2002,k návrhu Patronátního prohlášení hlavního města Prahy vystaveného v souvislosti s úvěrem pro Dopravn (F),42/12,703,42,,,,,,
16626,30.5.2002,ke snížení dotace a změně účelovosti dotace MČ Praha - Dolní Počernice a úpravě rozpočtu hl.m.Prahy (F),42/13,671,42,,,,,,
16609,30.5.2002,k nabytí 34 % akcií společnosti Pražské vodovody a kanalizace a.s. od Fondu národního majetku České (F),42/14,693,42,,,,,,
15966,30.5.2002,k návrhu zadání změn 03 Územního plánu hl.m.Prahy (F),42/15,653,42,,,,,,
16486,31.5.2002,k návrhu změny zřizovací listiny příspěvkové organizace Útvar rozvoje hl.m.Prahy (F),42/16,586,42,,,,,,
16360,31.5.2002,"k návrhu na úplatný převod pozemku parcel. č. 320/80 (plocha a+c) v k.ú. Miškovice, obec Praha o (F)",42/17,643,42,,,,,,
15956,31.5.2002,k návrhu na úplatný převod pozemku par.č. 1533/4 v kat. území Kobylisy (F),42/18,639,42,,,,,,
16543,31.5.2002,k návrhu na úplatný převod pozemků parc.č. 843/3 a 4049/9 kat. území Dejvice (F),42/19,646,42,,,,,,
17722,31.5.2002,k návrhu na schválení úplatného převodu pozemku parc.č. 2688/3 v kat. území Kyje (F),42/20,640,42,,,,,,
15902,31.5.2002,k návrhu na schválení úplatného převodu pozemku parc.č. 2688/4 v kat. území Kyje (F),42/21,612,42,,,,,,
15908,31.5.2002,k návrhu na schválení úplatného převodu pozemku parc.č. 202/9 v kat. území Petrovice (F),42/22,610,42,,,,,,
16845,31.5.2002,k návrhu na schválení úplatného převodu pozemku pacel. č. 2225 v k. ú. Michle (F),42/23,625,42,,,,,,
16465,31.5.2002,k návrhu na schválení úplatného převodu pozemku parc.č. 381 v kat. území Říčany (F),42/24,629,42,,,,,,
16043,31.5.2002,k návrhu na schválení úplatného převodu pozemku parcel. č. 2929 v k. ú. Braník (F),42/25,642,42,,,,,,
16018,31.5.2002,"k návrhu na schválení úplatného převodu části pozemků parcel. č. 3262/1, 516 a 517 v k. ú. Michle (F)",42/26,626,42,,,,,,
16844,31.5.2002,"k návrhu úplatného převodu pozemků č. parc. 221/424 a 221/467, oba v k.ú. Černý Most (F)",42/27,651,42,,,,,,
16868,31.5.2002,"k návrhu úplatného převodu pozemků č. parc. 52/2 a 52/5, oba v k.ú. Horní Měcholupy (F)",42/28,658,42,,,,,,
15904,31.5.2002,"k návrhu úplatného převodu pozemků č. parc. 1818/65, 1818/66, 1818/67, 1818/68 a 1818/152, vše v (F)",42/29,659,42,,,,,,
16656,31.5.2002,k návrhu na schválení úplatného převodu vlastnictví pozemků č. parc. 2532/1 a 2532/2 a 2532/3 v (F),42/30,644,42,,,,,,
16102,31.5.2002,k návrhu na schválení úplatného převodu vlastnictví pozemků parc. č. 752/2 v kat. území Kunratice  p (F),42/31,619,42,,,,,,
17566,31.5.2002,k návrhu úplatného převodu skladového areálu Hořejší nábř. č.p. 40 včetně pozemku parc.č. 549 v k.ú. (F),42/32,691,42,,,,,,
16846,31.5.2002,"k návrhu úplatného převodu pozemků č. parc. 172, 173, 174, 175, 176, 177, 179 a 180 v k.ú. Vysočany (F)",42/33,701,42,,,,,,
16841,31.5.2002,k návrhu na schválení úplatného  převodu  vlastnictví pozemku č. parc. 2585/26 v katastrálním území (F),42/34,687,42,,,,,,
16326,31.5.2002,"k návrhu na úplatný převod objektu č.p. 70, Míšeňská 4, Praha 1 včetně pozemku parc.č. 162 v k.ú. Ma (F)",42/35,710,42,,,,,,
15971,31.5.2002,k návrhu na schválení úplatného převodu části pozemku parc. č. 2294/1 v kat. území Kobylisy (F),42/36,611,42,,,,,,
16464,31.5.2002,"k návrhu směny pozemků parc.č. 2860/166 a 2860/167 ve vlastnictví HMP za pozemky parc.č. 2860/136, (F)",42/37,673,42,,,,,,
16367,31.5.2002,"k návrhu směny pozemku č. parc. 480/12 k.ú. Vysočany ve vlastnictví TICO - INVEST, s.r.o., za pozeme (F)",42/38,663,42,,,,,,
16761,31.5.2002,k návrhu změny zřizovacích listin příspěvkových organizací Správa pražských hřbitovů a Pohřební ústa (F),42/39,652,42,,,,,,
16499,31.5.2002,"k návrhu na vyřazení nepoužitelné a nepoužívané technologie a staveb, sloužících k provozování (F)",42/40,678,42,,,,,,
16079,31.5.2002,k návrhu na výkup souboru nemovitostí v k.ú. Netvořice ve vlastnictví fyzických osob pro potřeby Muz (F),42/41,664,42,,,,,,
16853,31.5.2002,"k majetkoprávnímu vypořádání pozemku v k.ú. Lhotka ve vlastnictví fyzických osob, zastavěného (F)",42/42,636,42,,,,,,
16620,31.5.2002,"k majetkoprávnímu vypořádání pozemku parc.č. 2421/4 v k.ú. Lipence, ve vlastnictví fyzické osoby, (F)",42/43,680,42,,,,,,
16089,31.5.2002,k návrhu na směnu pozemku parc.č. 2192 ve vlastnictví ČSAD Praha-Vršovice a.s. za pozemek parc.č. (F),42/44,648,42,,,,,,
16353,31.5.2002,k návrhu na směnu pozemků v k.ú. Staré Město mezi hlavním městem Praha a Myslbek a.s. (F),42/45,628,42,,,,,,
16094,31.5.2002,k návrhu na nabytí nemovitosti - pozemku do vlastnictví hl.m.Prahy v souvislosti s realizací stavby (F),42/46,670,42,,,,,,
16576,31.5.2002,k návrhu na schválení nabytí pozemků do vlastnictví hlavního města Prahy dle zákona č.95/1999 Sb. (F),42/47,699,42,,,,,,
16078,31.5.2002,"k návrhu na bezúplatné nabytí nemovitostí, tvořících areál Domova důchodců Pyšely (F)",42/48,711,42,,,,,,
16728,31.5.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",42/49,650,42,,,,,,
16476,31.5.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",42/50,649,42,,,,,,
15974,31.5.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",42/51,635,42,,,,,,
15899,31.5.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",42/52,681,42,,,,,,
16364,31.5.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",42/53,669,42,,,,,,
16104,31.5.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",42/54,665,42,,,,,,
16618,31.5.2002,"k návrhu na změnu zřizovací listiny Domu dětí a mládeže  Praha 9, Měšická 720 zřizovaného hl.m. Prah (F)",42/55,674,42,,,,,,
16869,31.5.2002,"k návrhu změny zřizovací listiny SOŠ a SOU technické, Praha 9, Lipí 1911 z důvodu změny názvu (F)",42/56,657,42,,,,,,
16757,31.5.2002,"k návrhu změny zřizovací listiny příspěvkové organizace SOŠ a SOU, Praha 5, Drtinova 3 (F)",42/57,656,42,,,,,,
16625,31.5.2002,k návrhu na uvolnění finančních prostředků z rozpočtu hl. m. Prahy na rok 2002 z rezervy kapitoly 06 (F),42/58,654,42,,,,,,
16784,31.5.2002,k návrhu na uvolnění finančních prostředků z rozpočtu hl. m. Prahy na rok 2002 z rezervy kapitoly 06 (F),42/59,655,42,,,,,,
16120,31.5.2002,k návrhu opatření souvisejících se zrušením příspěvkové organizace Semafor Praha (F),42/60,661,42,,,,,,
17036,31.5.2002,k návrhu na změnu zřizovací listiny Městských divadel pražských (F),42/61,660,42,,,,,,
15895,31.5.2002,k návrhu změny zřizovací listiny příspěvkové organizace Správa služeb Městské policie hlavního města (F),42/62,696,42,,,,,,
16582,31.5.2002,k návrhu na poskytnutí účelové neinvestiční dotace MČ na provoz Sborů dobrovolných hasičů (F),42/63,695,42,,,,,,
16006,31.5.2002,k volbě přísedící Městského soudu v Praze (F),42/64,698,42,,,,,,
16908,31.5.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",42/65,682,42,,,,,,
15919,31.5.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",42/66,700,42,,,,,,
16843,31.5.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",42/67,683,42,,,,,,
16084,31.5.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",42/68,684,42,,,,,,
16371,31.5.2002,k zastupování hl.m. Prahy na valných hromadách společnosti Pražské vodovody a kanalizace a.s. (F),42/69,721,42,,,,,,
16471,27.6.2002,"k oznámení záměru městské části Praha 5 na prodej věcí z vlastnictví hlavního města Prahy, svěřených (F)",,668,43,,,,,,
16121,27.6.2002,ke Zprávě o plnění rozpočtu hl. m. Prahy a vyúčtování výsledků hospodaření hl. m. Prahy za rok 2001 (F),43/01,729,43,,,,,,
16756,27.6.2002,k Závěrečné zprávě o inventarizaci majetku a závazků hl.m. Prahy za rok 2001 (F),43/02,761,43,,,,,,
16776,27.6.2002,k návrhu na úpravu rozpočtu vlastního hl.m.Prahy na rok 2002 (F),43/03,791,43,,,,,,
16399,27.6.2002,k aktualizaci dluhové služby hl.m.Prahy a k možnosti zapojení dalších cizích zdrojů do rozpočtu hl.m (F),43/04,769,43,,,,,,
15970,27.6.2002,k monitorovací zprávě o naplňovaní strategické koncepce hl.m.Prahy v období 2001 - 2002 (F),43/05,757,43,,,,,,
16037,27.6.2002,"k návrhu změny v síti škol a školských zařízení - sloučení SOU strojírenského, Praha 5-Radotín, V (F)",,784,43,,,,,,
16458,27.6.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",43/07,737,43,,,,,,
16866,27.6.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",43/08,738,43,,,,,,
16835,27.6.2002,k volbě přísedících Městského soudu v Praze (F),43/09,802,43,,,,,,
16759,27.6.2002,k návrhu na uvolnění finančních prostředků z rozpočtu hl.m.Prahy na rok 2002 z kap. 10 pro MČ Praha (F),43/10,778,43,,,,,,
16907,27.6.2002,k návrhu na uvolnění finančních prostředků z kap. 10 MČ Praha - Satalice formou poskytnutí účelové (F),43/11,779,43,,,,,,
15875,27.6.2002,k návrhu na uvolnění finančních prostředků z rozpočtu hl.m. Prahy na rok 2002 z kap. 10 MČ Praha 15 (F),43/12,783,43,,,,,,
16840,27.6.2002,k návrhu na schválení úplatného převodu částí pozemku parc. č. 1838/1 a části pozemku parc. č. 1838/ (F),43/14,733,43,,,,,,
16837,27.6.2002,k návrhu úplatného převodu pozemku parc. č. 2581/13 k.ú. Hostivař (F),43/15,751,43,,,,,,
16865,27.6.2002,k návrhu na schválení úplatného převodu části pozemku parc. č. 840/218 v kat. území Bohnice (F),43/16,720,43,,,,,,
16836,27.6.2002,k návrhu úplatného převodu pozemku parc. č. 1475/249 v k. ú. Košíře (F),43/18,762,43,,,,,,
16838,27.6.2002,k návrhu úplatného převodu pozemku parcel. č. 1583/2 v k. ú. Troja (F),43/19,725,43,,,,,,
16467,27.6.2002,k návrhu úplatného převodu části pozemku parcel. č. 490 v k. ú. Krč (F),43/20,724,43,,,,,,
16904,27.6.2002,k návrhu úplatného převodu části pozemku parc. č. 1285/20 a pozemku parc. č. 1285/62 v k. ú. Krč (F),43/21,726,43,,,,,,
16906,27.6.2002,k návrhu úplatného převodu pozemků parc. č. 751/1 a 751/2 v k. ú. Krč (F),43/22,773,43,,,,,,
15923,27.6.2002,k návrhu úplatného převodu pozemku č. parc. 534/3 k.ú. Hrdlořezy (F),43/23,754,43,,,,,,
16020,27.6.2002,k návrhu na schválení úplatného převodu vlastnictví pozemku č. parc. 4139/3 v katastrálním území (F),43/24,755,43,,,,,,
16110,27.6.2002,k návrhu na úplatný převod objektu č.p. 608 na pozemku č. parc. 704 a pozemku parc. č. 704 o výměře (F),43/25,732,43,,,,,,
15950,27.6.2002,k návrhu revokace usnesení ZHMP č. 12/19 ze dne 21.10.1999 ve věci úplatného převodu pozemku č. (F),43/26,753,43,,,,,,
16349,27.6.2002,k návrhu na schválení úplatného převodu vlastnictví  pozemků parc. č. 536/53 a parc. č. 536/54 v kat (F),43/27,770,43,,,,,,
16444,27.6.2002,k návrhu na schválení úplatného převodu pozemku parc.č. 1376/206 v k.ú. Řeporyje (F),43/28,771,43,,,,,,
16755,27.6.2002,"k návrhu úplatného převodu pozemků v k.ú. Karlín u stanice metra  FLORENC , Praha 8 (F)",43/32,772,43,,,,,,
16839,27.6.2002,k návrhu na směnu pozemku č. parc. 3103/18 a ideálního vlastnického podílu 2/8 pozemku č. parc. (F),43/30,713,43,,,,,,
16050,27.6.2002,k návrhu na schválení nevyužití předkupního práva k podílu 10/23 a 3/69 pozemku parc.č. 962/1 v kat. (F),43/31,744,43,,,,,,
16394,27.6.2002,k návrhu na udělení grantů v oblasti kultury a umění v roce 2002 - 2.uzávěrka (F),43/29,775,43,,,,,,
16758,27.6.2002,k návrhu na přidělení grantů pro oblast sportu a tělovýchovy pro rok 2002 v programech II/2 a VI (F),43/33,776,43,,,,,,
16905,27.6.2002,k návrhu změn zřizovacích listin příspěvkových organizací v působnosti odboru SOC MHMP (F),43/34,742,43,,,,,,
15963,27.6.2002,k návrhu změny zřizovací listiny příspěvkové organizace Zdravotnická záchranná služba hl. m. Prahy - (F),43/35,741,43,,,,,,
15896,27.6.2002,k návrhu zřizovací listiny Útvaru rozvoje hl.m.Prahy (F),43/36,756,43,,,,,,
16706,27.6.2002,k návrhu změn zřizovacích listin vybraných středních škol a vyšších odborných škol (F),43/37,752,43,,,,,,
16093,27.6.2002,"k návrhu na změnu zřizovací listiny Základní umělecké školy, Praha 6, Nad Alejí 28/1879 (F)",43/38,731,43,,,,,,
16003,27.6.2002,"k návrhu na změnu zřizovací listiny Domu dětí a mládeže Modřany, Praha 4, Urbánkova 3348 zřizovaného (F)",43/39,796,43,,,,,,
16864,27.6.2002,"k návrhu na změnu zřizovacích listin organizací odvětví kultury (DnV, Městská knihovna, GHMP, PIS) (F)",43/40,739,43,,,,,,
15862,27.6.2002,k návrhu plánu práce Zastupitelstva hl.m. Prahy na II. pololetí 2002 (F),43/41,746,43,,,,,,
16834,27.6.2002,k návrhu výkupu pozemků a staveb do vlastnictví hl.m. Prahy za účelem majetkoprávního vypořádání (F),43/42,808,43,,,,,,
16083,27.6.2002,"k návrhu na majetkoprávní vypořádání pozemků parc.č.  1321/1, 1321/5, 1321/11 v k.ú. Klánovice, ve (F)",43/43,760,43,,,,,,
17649,27.6.2002,"k majetkoprávnímu vypořádání pozemku v k.ú. Satalice ve vlastnictví fyzických osob, zastavěného (F)",43/44,758,43,,,,,,
16108,27.6.2002,k návrhu majetkoprávního vypořádání s MV ČR v rámci staveb archivního areálu v Praze 4 - Chodov (F),43/45,719,43,,,,,,
16719,27.6.2002,"k návrhu na majetkoprávní vypořádání pozemku v k.ú. Hloubětín ve vlastnictví fyzické osoby, (F)",43/46,765,43,,,,,,
15871,27.6.2002,k návrhu na výkup pozemků od města Krásná Lípa pro potřeby Ústavu sociální péče Krásná Lípa (F),43/48,759,43,,,,,,
16574,27.6.2002,k návrhu na nabytí pozemků do vlastnictví hl. m. Prahy v souvislosti s realizací stavby č. 0053 (F),43/49,740,43,,,,,,
16575,27.6.2002,k návrhu na bezúplatné nabytí nemovitostí z vlastnictví ČR - Fond dětí a mládeže (F),43/50,781,43,,,,,,
16361,27.6.2002,k návrhu na bezúplatné nabytí věcí do vlastnictví hl.m. Prahy od FOSSUM Vermietungsgesellschaft (F),43/51,712,43,,,,,,
15916,27.6.2002,k návrhu na schválení nabytí pozemků do vlastnictví hlavního města Prahy dle zákona č.95/1999 Sb. (F),43/52,798,43,,,,,,
16024,27.6.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",43/53,777,43,,,,,,
16451,27.6.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy,  kterou se mění obecně závazná vyhláška (F)",43/54,764,43,,,,,,
16596,27.6.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",43/55,735,43,,,,,,
16042,27.6.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",43/56,727,43,,,,,,
16370,27.6.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",43/57,717,43,,,,,,
16867,27.6.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",43/58,747,43,,,,,,
16446,27.6.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",43/59,780,43,,,,,,
16617,27.6.2002,"k návrhu na směnu pozemků s KUTA a.s. a DTC Praha a.s., darování staveb a nabytí nemovitého majetku (F)",43/60,709,43,,,,,,
16558,15.7.2002,k volbě přísedících Městského soudu v Praze (F),44/01,805,44,,,,,,
16616,15.7.2002,k návrhu na volbu primátora hlavního města Prahy (F),44/02,821,44,,,,,,
16498,15.7.2002,k návrhu na navýšení rozpočtu vlastního hlavního města Prahy v roce 2002 o účelovou neinvestiční a (F),44/03,803,44,,,,,,
16573,15.7.2002,"k prodeji akcií společnosti PRAGONET, a.s. (F)",,804,44,,,,,,
16588,15.7.2002,"k záměru na výkup a darování pozemků v k.ú. Hloubětín, Horní Počernice, Letňany, Vysočany, ve (F)",44/04,813,44,,,,,,
15989,15.7.2002,"k návrhu na bezúplatné nabytí věcí do vlastnictví hl.m. Prahy od A-TRADE, s.r.o., EUROPOLIS Hadovka (F)",44/05,811,44,,,,,,
16488,15.7.2002,k návrhu na bezúplatné nabytí věcí do vlastnictví hl.m. Prahy od p. Josefa Míky a Tesco Stores ČR a. (F),44/06,812,44,,,,,,
16541,15.7.2002,"k návrhu na nabytí nemovitostí - pozemků, které jsou nabývány do vlastnictví HMP za účelem investičn (F)",44/07,807,44,,,,,,
16490,15.7.2002,"k návrhu schválení nemovitých věcí, které jsou nabývány do vlastnictví hl.m. Prahy za účelem (F)",44/08,816,44,,,,,,
16501,15.7.2002,"k návrhu obecně závazné vyhlášky hlavního města Prahy, kterou se mění obecně závazná vyhláška (F)",44/09,815,44,,,,,,
18143,12.9.2002,k volbě přísedících Městského soudu v Praze (F),45/01,850,45,pass,40,0,1,55,41
18144,12.9.2002,k návrhu změny Jednacího řádu Zastupitelstva hl.m. Prahy (F),45/02,855,45,fail,8,11,23,55,42
18145,12.9.2002,k návrhu změny Jednacího řádu Zastupitelstva hl.m. Prahy (F),45/02,855,45,fail,13,9,22,55,44
18146,12.9.2002,k návrhu změny Jednacího řádu Zastupitelstva hl.m. Prahy (F),45/02,855,45,fail,8,13,23,55,44
18147,12.9.2002,k návrhu změny Jednacího řádu Zastupitelstva hl.m. Prahy (F),45/02,855,45,pass,34,1,8,55,43
18148,12.9.2002,k návrhu na uvolnění finančních prostředků z rozpočtu hl.m. Prahy na rok 2002 z kap. 10 MČ Praha 12 (F),45/03,832,45,pass,36,0,1,55,37
